Announce Date,Target Name,Acquirer Name,Announced Total Value (mil.),Payment Type,Payment_Cash,Payment_Stock,Payment_Debt,TV/EBITDA,Target Ticker,Acquirer Ticker,Currency of Deal,Current/Completed Total Value,Deal Attributes,Current Target SIC Code,Current Acquirer SIC Code,Target Total Assets,Acquirer Total Assets,Acquirer Current Market Cap,Acquirer Price Earnings Ratio (P/E),Target Trailg 12Mth Dividend per Shar,Acquirer Trailg 12Mth Dividend per Shar,Target Dividend Payout Ratio,Acquirer Dividend Payout Ratio,Target Market Value of Equity,Acquirer Market Value of Equity,Acquirer Total Return Year To Date Pct,Target Trailg 12Mth Cashflow Net Inc,Acquirer Trailg 12Mth Cashflow Net Inc,Target R & D Expenditures,Acquirer R & D Expenditures,Target Inventories,Acquirer Inventories,Acquirer - Price Change 1 Year Percent (CHG_PCT_1Y),Acquirer - Price Change 5 Day Percent (CHG_PCT_5D),Acquirer Trailing 12 Mth COGS,Target Trailing 12 Mth COGS,Acquirer Trailing 12 month EBITDA per Share,Target Trailing 12 month EBITDA per Share,Target Sales/Revenue/Turnover,Acquirer Sales/Revenue/Turnover,Target Return on Common Equity,Acquirer Return on Common Equity,Target EBITDA(Earn Bef Int Dep & Amo),Acquirer EBITDA(Earn Bef Int Dep & Amo),Target Operating Margin,Acquirer Operating Margin,Target Total Debt to Total Assets,Acquirer Total Debt to Total Assets,Target Total Debt to Total Equity,Acquirer Total Debt to Total Equity,Target EBIT to Total Interest Expense,Acquirer EBIT to Total Interest Expense,Target Current Ratio,Acquirer Current Ratio,Target Financial Leverage,Acquirer Financial Leverage,Target GeoGrwth - Cash Flow per Share,Acquirer GeoGrwth - Cash Flow per Share,Target Net Income/Net Profit (Losses),Acquirer Net Income/Net Profit (Losses),Target Net Revenue Growth,Acquirer Net Revenue Growth,Target Asset Growth,Acquirer Asset Growth,Target Geometric Growth-EBITDA Tot Mkt VaL,Acquirer Geometric Growth-EBITDA Tot Mkt VaL
2001-06-15,Ledger Capital Corp,Anchor BanCorp Wisconsin Inc/Old,40.63,Cash or Stock,1,1,0,,1960283D US,ABCWQ US,USD,42.22,Company Takeover,6036,6035,506.92,2367.58,,,0.2,,21.0642,,38.3894,0.06335,,2.274,82.207,,,,,,,,,,,41.37,145.783,6.53796,,,,25.4308,-31.6956,27.8363,13.3987,389.715,,,,,,14.7565,,,,2.274,-34.172,-3.48132,,-2.43733,,,
2000-02-21,Northstar Computer Forms Inc,Ennis Inc,40.62,Cash,1,0,0,5.49,NSCF US,EBF US,USD,40.62,Company Takeover,2761,2761,,348.935,524.068,12.5263,,1,,64.7045,29.037,440.409,17.4797,,42.802,,,,38.797,-1.92398,-1.06635,269.095,,2.91966,2.70838,,394.618,13.4505,14.209,,74.117,,13.1707,,2.71569,,3.13796,,,,4.58624,,1.14775,,2.85993,,40.222,,,,-12.5892,,0.574044
2016-12-05,Perk Inc,Rhythmone PLC,40.62,Stock,0,1,0,12.81,1650920D CN,RTHM LN,CAD,41.59,Company Takeover,2711,,49.466,802.739,,,,,,,33.6853,227.678,,1.18072,73.223,,18.422,,,,,71.651,40.845,0.131145,0.126997,49.3853,341.945,4.83125,-3.37624,3.839,114.721,4.9853,21.776,1.47178,0.981141,2.27011,1.37602,9.71542,27.8884,2.70942,2.50149,1.99203,,,,-17.0808,73.223,,,407.896,,,
2005-12-21,Atlantic Liberty Financial Corp,Flushing Financial Corp,40.61,Cash or Stock,1,1,0,,1612850D US,FFIC US,USD,43.21,Company Takeover,6035,6022,180.079,8693.3,526.382,14.7493,0.31,0.88,182.393,158.172,40.467,512.412,3.16414,,18.88,,,,,11.1823,-2.06767,,,,,10.586,489.629,0.975978,2.63593,,,39.0268,14.4472,32.6801,6.29669,149.157,76.0613,,,,,6.46014,12.3784,,,0.275,18.88,-6.01814,91.8116,-2.11714,-3.82422,,
1999-08-25,Lanier Bankshares Inc,Century South Banks Inc,40.61,Stock,0,1,0,,LNBS US,229195Q US,USD,40.67,Company Takeover,,6022,,1642.19,,,,0.54,,41.0639,,441.518,,,16.754,,,,,,,,,,,,151.6,,10.7657,,,,31.4829,,7.7275,,80.4468,,,,,,10.3311,,6.82872,,17.821,,14.7067,,17.8544,,
2004-07-01,SportsLine.com Inc,Paramount Global,40.60,Cash,1,0,0,,661267Q US,PARA US,USD,40.60,"Company Takeover, Additional Stake Purchase",7374,4833,,46172,,,,0.2,,,56.8752,8707.5,,,-14,,,,1429,,,19619,,2.65341,-0.618244,,29213,-121.849,-0.0843323,,-4583,,-18.0365,,34.2913,,94.3451,,-6.12674,,1.30225,,2.56693,,-10.7509,,-6190,,,,-13.7665,,
2012-01-18,Gotham Bank of New York,Sterling Bancorp/DE,40.50,Cash,1,0,0,,GOBN US,STL US,USD,40.50,Company Takeover,,6021,,29659.5,,,,0.28,,13.5159,,4962.91,,,404.737,,,,,,,,,,,,1053.95,,8.63007,,,,51.1091,,1.92184,,11.6801,,,,,,6.46642,,,,404.737,,0.318246,,-0.538787,,
2017-03-17,Wells Financial Corp,Citizens Community Bancorp Inc/WI,40.48,Cash and Stock,1,1,0,,WEFP US,CZWI US,USD,41.21,Company Takeover,6035,6035,268.475,1781.76,169.552,12.0754,0.8125,0.36,8.22361,24.1159,39.0194,171.379,-0.858039,1.94275,14.42,,,,,15.6066,-1.81615,,,,,13.807,98.773,6.60501,7.85782,,,27.5647,27.9831,,2.93475,,27.5643,,,,,8.57206,9.61867,,,2.387,14.42,-15.3643,10.1554,-2.29421,1.90081,,
2000-06-16,Home Bancorp,Old Kent Financial Corp,40.43,Stock,0,1,0,,HBFW US,OK US,USD,34.91,Company Takeover,6035,6021,413.956,17969.8,,,0.4,0.849048,26.2435,38.6115,32.9764,3965.28,,2.871,274.549,,,,,,,,,,,27.662,1707.03,7.51994,19.3604,,,50.392,37.6888,1.691,15.3083,18.4589,224.219,,,,,9.95916,14.3598,,,3.111,252.539,3.42166,,11.1503,,,
1999-09-16,Mount Diablo Bancshares,Greater Bay Bancorp,40.38,Stock,0,1,0,,DBLB US,GBBK US,USD,48.79,Company Takeover,,6770,,26.7717,,,,,,,,50.2444,,,3.16702,,,,,,,,,,,,,,3.12443,,,,,,,,,,,,0.216594,,1.01444,,,,3.16702,,,,-85.0338,,
2011-01-18,Technology Research Corp,Coleman Cable Inc,40.25,Cash,1,0,0,10.19,TRCI US,2452714D US,USD,40.25,"Company Takeover, Tender Offer",3825,3357,,449.34,,,,0.12,,4.36241,25.4986,386.609,,,20.069,,,,112.59,,,777.266,,4.90568,0.613843,,914.581,1.88606,33.3852,,87.297,,6.97707,,72.0699,,632.931,,2.28027,,2.58787,,10.7882,,13.9436,,23.504,,,,10.7469,,
2013-05-02,Commerce National Bank/Newport Beach CA,Sterling Financial Corp/WA,40.17,Cash,1,0,0,,CNBF US,1740293D US,USD,40.17,Company Takeover,6029,6022,248.104,10319.2,,,,0.95,,63.1944,,2125.36,,,93.641,,,,,,,,,,,12.571,519.607,,7.69482,,,17.5303,28.2922,,18.6359,,158.155,,,,,8.31804,8.03501,,-49.4194,1.771,93.641,-6.71743,1.2832,4.91543,11.7175,,
2011-02-22,Omni Bancshares Inc,IBERIABANK Corp,40.04,Stock,0,1,0,,OMBA US,IBKC US,USD,39.75,Company Takeover,,6022,,31713.5,,,,1.8,,25.3572,,1902.68,,,320.449,,,,,,,,,,,,1544.37,,7.51433,,,,40.8162,,5.31844,,38.8924,,,,,,7.80075,,,,1010,,,,,,
1998-10-26,Genemedicine Inc,Urigen Pharmaceuticals Inc/Old,40.02,Stock,0,1,0,,48821Q US,URGP US,USD,36.94,Company Takeover,8731,3841,27.987,0.30026,,,,,,,35.5363,8.92717,,-14.245,-1.31947,14.125,0.049161,,,,,,,-0.0179182,-1.01384,5.178,,-65.8332,,-12.365,-1.49143,-257.377,,1.16125,58.6159,1.40104,,-214.952,-6.50136,13.6402,0.00572194,1.1678,,,,-11.754,-1.31947,,,-17.8038,-16.4143,,
2001-04-03,DTM Corp,3D Systems Corp,40.02,Cash,1,0,0,7.20,604336Q US,DDD US,USD,40.02,"Company Takeover, Tender Offer",3559,7372,,608.846,291.453,,,,,,33.5099,371.911,13.5593,,15.69,,86.479,,118.53,-35.1133,-1.47783,258.936,,-0.63352,0.874522,,440.121,25.7979,7.14592,,-229.891,,-63.0281,,45.0091,,153.822,,-108.19,,3.08298,,2.65282,,,,-255.593,,,,-38.5414,,
1999-04-19,City Commerce Bank/Santa BAR,Mid-State Bancshares,40.00,Stock,0,1,0,,CIBS US,2740937Q US,USD,,Company Takeover,,6022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-21,Premara Financial Inc,Select Bancorp Inc,40.00,Cash and Stock,1,1,0,,PARA US,SLCT US,USD,40.00,Company Takeover,4833,6022,46172,1730.05,,,0.2,,,,8707.5,277.74,,-14,18.329,,,1429,,,,,19619,,2.65341,29213,69.328,-0.0843323,8.46564,-4583,,-18.0365,17.7193,34.2913,1.30864,94.3451,10.5122,-6.12674,,1.30225,,2.56693,7.01897,-10.7509,-4.66454,-6190,8.163,,11.9673,-13.7665,35.6817,,
1998-04-27,Intime Systems International Inc,Applied Relational Information Systems Corp,39.96,Stock,0,1,0,32.72,TAMSA US,375689Q US,USD,,Company Takeover,7372,7379,5.592,,,,,,,,31.612,29.4346,,0.793,,0.649,,,,,,,,,0.465119,13.736,,16.5363,-10.381,0.681,,0.924578,,1.59156,,1.83619,,,,6.5745,,1.17122,,,,0.564,,,,10.1004,,,
2005-08-17,Town Bank/Westfield NJ,Two River Community Bank,39.90,Stock,0,1,0,,TBWN US,TWRV US,USD,32.97,Company Takeover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-17,Peekskill Financial Corp,Sound Federal Bancorp Inc,39.88,Cash,1,0,0,,PEEK US,SFFS US,USD,39.88,Company Takeover,6035,6035,206.932,1169.59,,,0.36,0.285,50.7551,79.8991,31.631,253.999,,1.128,4.164,,,,,,,,,,,13.554,53.296,4.13429,3.25508,,,44.5575,25.7463,13.531,2.394,102.373,21.7584,,,,,5.77226,8.50723,,6.86934,1.523,4.164,-3.61428,2.892,3.28989,16.1518,,
2021-04-26,Tremont Mortgage Trust,Seven Hills Realty Trust,39.88,Stock,0,1,0,,TRMT US,SEVN US,USD,33.30,Company Takeover,6798,6798,294.182,692.808,192.526,8.29828,0.74,1.31229,98.9608,28.8956,50.4558,179.876,-1.30111,6.496,15.568,,,,,-30.694,-2.01845,,,,,12.439,,7.28504,5.78619,,,71.7582,,,,,,,-0.590783,,1.58806,3.11842,2.63509,,-0.245916,8.851,17.82,,,16.7718,-5.29264,,
2018-02-22,Americas United Bank,California BanCorp,39.87,Cash and Stock,1,1,0,,AUNB US,BCAL US,USD,40.70,Company Takeover,6029,6029,235.231,4033.39,587.742,9.15588,,,,,,602.405,-2.67809,1.91917,63.058,,,,,13.605,-1.99353,,,,,9.9152,237.065,,11.587,,,33.4504,48.817,,1.63557,,9.1518,,,,,8.3486,7.40985,,,1.7808,63.058,7.92865,41.0454,1.10213,0.04296,,
2007-06-14,Cardinal State Bank/Durham NC,Yadkin Financial Corp,39.84,Cash or Stock,1,1,0,,CSNC US,YDKN US,USD,39.84,Company Takeover,,6022,,7215.63,,,,0.9,,78.5305,,1772.13,,,55.168,,,,,,,,,,,,325.381,,6.99755,,,,30.7044,,12.8059,,91.1059,,,,,,7.4137,,-27.9561,,55.168,,47.1564,,61.274,,
2018-11-13,Reliance Bancshares Inc,Simmons First National Corp,39.83,Cash and Stock,1,1,0,,RLBS US,SFNC US,USD,39.08,Company Takeover,6021,6021,,24540.9,2887.22,,,0.85,,,22.3332,2728.78,6.313,,-397.553,,,,,-8.20348,-1.56786,,,,,,627.844,,-11.4435,,,,-511.129,,2.61339,,18.7571,,,,,,7.40013,,12.6751,,-397.553,,-86.6905,,-8.68867,,
1998-11-19,Prism Solutions Inc,Ardent Software Inc,39.71,Stock,0,1,0,,1317311D US,3489Q US,USD,49.09,"Company Takeover, Private Equity",7372,7372,,82.804,,,,,,,46.7917,522.183,,,5.869,,17.576,,,,,38.944,,2.46716,,,119.26,-101.676,8.92223,,27.898,,16.3282,,,,,,50.0591,,1.33544,,2.33008,,,,1.637,,,,,,
2000-05-23,Pentech International Inc,JAKKS Pacific Inc,39.41,Cash and Debt,1,0,1,22.47,PNTK US,JAKK US,USD,39.41,Company Takeover,5112,3944,36.0936,442.197,229.232,26.2078,,,,,15.7137,185.516,19.8085,-1.47561,9.871,,,15.4153,59.805,-25.8819,-13.5918,385.591,42.273,2.1903,0.139576,60.949,570.671,-12.1722,4.03361,2.1744,24.451,1.85893,2.49145,43.5865,12.0675,112.492,21.4215,0.770224,30.1868,1.58224,1.81684,2.70246,1.81242,,-42.4187,-0.334,9.871,,,-13.2012,-0.600626,,16.4315
2017-06-15,Community 1st Bank,First Foundation Inc,39.32,Stock,0,1,0,,CFBN US,FFWM US,USD,43.32,Company Takeover,6029,,358.584,11904.1,480.73,,,,,,43.049,510.568,-4.87012,1.866,-155.157,,,,,16.0714,-1.67504,,,,,11.261,588.363,8.04301,-17.3214,,,19.2344,-30.4736,2.18666,13.4747,32.3367,175.768,,,,,12.8804,13.7032,,,1.208,-155.157,15.2104,101.056,35.9308,-5.86139,,
2002-09-04,MetroBanCorp,First Indiana Corp,39.25,Cash,1,0,0,12.27,METB US,FINB US,USD,39.25,Company Takeover,6022,6021,183.985,,,,0.291667,,37.0419,,34.3725,,,1.052,,,,,,,,,,,,14.019,,6.97428,,,,29.5965,,13.3402,,164.394,,,,,,12.164,,,,1.528,,,,,,,
2007-02-01,ICNB Financial Corp,Firstbank Corp,39.25,Cash or Stock,1,1,0,,3304817Q US,FBMI US,USD,39.25,Company Takeover,6712,6022,,1479.72,,,,0.24,,16.4639,,150.992,,,11.721,,,,,,,,,,,,69.062,,8.40685,,,,29.0024,,6.99515,,75.2104,,,,,,11.1231,,5.6857,,12.234,,-6.36372,,-1.27018,,
2000-03-03,Commerce National Corp,Wachovia Corp/Old,38.93,Stock,0,1,0,,CMNA US,41018Q US,USD,43.15,Company Takeover,,6021,,74031.6,,,,2.4,,55.6306,,14466.4,,,937.235,,,,,,,,,,,,7234.63,,15.1269,,,,31.5545,,27.921,,328.908,,,,,,11.8299,,47.0053,,832.308,,7.67249,,10.0801,,
2004-01-23,FreeMarkets Inc,Ariba Inc,38.83,Cash and Stock,1,1,0,,FMKT US,ARBA US,USD,,Company Takeover,,7372,,913.141,,,,,,,,4571.16,,,4.825,,60.468,,,,,192.099,,0.442544,,,443.845,,0.733681,,18.78,,-0.997195,,,,,,,,1.2638,,1.42544,,19.4281,,33.257,,,,26.5248,,
1999-05-05,Southern Pacific Funding Corp,Goldman Sachs Group Inc/The,38.75,Cash,1,0,0,,SFCFQ US,GS US,USD,,"Company Takeover, Private Equity",6162,6211,589.345,1.80932e+06,258911,16.2404,,14,,27.1411,325.421,260603,-3.08011,54.974,17176,,,,,39.5252,-6.07911,,,292.02,6.94803,189.345,125097,39.6199,14.9157,122.346,91323,56.8954,37.4929,65.066,46.4995,275.565,673.211,,,,,4.14607,15.9465,,,53.775,17176,146.261,8.91576,73.1448,7.95646,,
2008-06-11,Immunicon Corp,Johnson & Johnson,38.70,Cash,1,0,0,,IMMCQ US,JNJ US,USD,38.70,"Company Takeover, Bankruptcy/Liquidation, Private Equity",3826,2834,45.446,199210,591799,26.6561,,5.14,,46.1649,9.44917,499960,18.9333,-36.563,26804,11.164,14665,4.437,14191,46.3385,-0.639516,30256,15.072,13.6753,-1.22527,16.09,94193,,35.0301,-31.317,33318,-202.256,27.088,65.5657,24.7643,,60.4986,-5.32096,23.5161,1.95899,1.02768,6.66261,2.47863,,2.65188,-25.155,26804,,,-30.9048,10.6083,,-0.405175
2000-01-31,Thermo Sentron Inc,Thermedics Inc,38.39,Cash,1,0,0,10.48,666456Q US,TMD US,USD,32.29,"Company Takeover, Additional Stake Purchase",3565,3826,136.002,441.809,,,,,,,136.866,344.284,,6.373,-13.112,3.392,14.284,16.189,42.992,,,127.973,64.79,1.11655,1.5047,107.786,223.503,6.96217,-5.41785,14.193,28.074,9.92986,8.47595,10.6623,22.6587,15.4132,36.0522,9.42165,7.33979,1.37161,2.3309,1.50849,1.76582,11.9549,0.897921,6.373,-13.221,,,-2.96938,8.15848,,-12.6286
2005-10-20,Calnet Business Bank NA,Commercial Capital Bancorp Inc,38.34,Stock,0,1,0,,CLNB US,CCBI US,USD,33.37,Company Takeover,,6035,,5454.65,,,,0.3,,21.0413,,948.827,,,59.02,,,,,,,,,,,,286.018,,8.21373,,,,65.6364,,44.7884,,349.949,,,,,,7.91832,,,,74.349,,38.2214,,8.57357,,
2019-08-19,Recycling Asset Holdings Inc,Nucor Corp,38.24,Cash,1,0,0,104.34,IDSA US,NUE US,USD,38.24,Company Takeover,4950,3312,22.48,35104,40065.6,19.6117,,2.21,,29.3522,9.1057,37238,7.79229,-3.933,1744,,,6.934,5462,30.8645,0.336854,28616,53.582,17.6705,-0.0864194,61.023,32494,-40.1449,8.43561,2.522,4105,0.698097,7.97686,37.8603,21.385,77.2744,33.9315,0.339713,15.2471,1.7402,2.93831,1.98482,1.67461,,9.52239,-0.349,1744,,,3.4705,3.42958,,-0.0249009
2011-12-09,Premier Commercial Bancorp/CA,CU Bancorp/Los Angeles CA,38.10,Stock,0,1,0,,PCBP US,CUNB US,USD,38.10,Company Takeover,6021,6021,341.612,2994.76,,,,,,,,644.595,,,30.845,,,,,,,,,,,22.9912,113.264,,9.10178,,,14.0035,39.4213,5.08531,0.957406,,8.4782,,,,,,9.21279,,,0.225,27.457,,11.0631,,13.6686,,
2003-07-16,GLB Bancorp Inc,Sky Financial Group Inc,38.08,Stock,0,1,0,,GLBK US,2674129Q US,USD,42.20,Company Takeover,6022,6022,193.217,17726.1,,,0.11,,,54.7752,26.0628,,,1.425,,,,,,,,,,,,11.268,1232.36,4.89539,,,,21.7694,38.3451,4.21495,13.6394,28.0499,128.559,,,,,6.38447,9.72751,7.7011,29.1459,1.143,190.338,15.887,4.73559,16.4863,13.0253,,
2000-11-09,Lumisys Inc,Eastman Kodak Co,38.06,Cash,1,0,0,,40579Q US,KODK US,USD,38.06,"Company Takeover, Private Equity",3577,3861,24.027,2001,649.736,20.7285,,,,,24.3469,617.924,-20.5674,-1.893,6,2.748,33,2.585,219,-0.593468,-10.8609,829,10.1,0.311497,-0.177219,19.167,1043,-9.87069,-2.30017,-0.243,37,-4.77383,-0.671141,0.682565,24.9375,0.834181,58.0908,,-0.118644,5.58125,2.27969,1.21872,2.77452,-46.8286,,-4.299,102,,,-21.4958,-15.0318,,
2000-09-20,Tehama Bancorp,Humboldt Bancorp,38.05,Stock,0,1,0,,THMB US,HBEK US,USD,36.83,Company Takeover,,6022,,1044.56,,,,0.12,,13.7412,,302.226,,,10.048,,,,,,,,,,,,70.395,,7.98259,,,,25.6078,,10.5219,,113.429,,,,,,11.8844,,26.1509,,29.092,,-0.0213107,,1.19999,,
2004-08-04,Combanc Inc,Premier Financial Corp,38.03,Cash or Stock,1,1,0,,8231041Q US,PFC US,USD,40.41,Company Takeover,6022,6035,,8581.58,,,,1.24,,61.9601,,916.523,,,71.404,,,,,,,,,,,,442.879,,7.21428,,,,35.6597,,7.15599,,61.2986,,,,,,8.70192,,5.28166,,71.404,,-18.3353,,-0.514425,,
2009-02-02,Corrpro Cos Inc,Aegion Corp,37.93,Cash,1,0,0,,CRRP US,AEGN US,USD,38.08,Company Takeover,8711,1623,,901.447,,,,,,,9.16992,883.83,,,-29.392,,4.9,,44.889,,,699.416,,1.34496,,,807.764,,-7.22762,,89.44,,5.07425,,30.248,,66.7711,,3.28351,,2.12294,,2.2928,,-0.0502846,,-31.861,,,,-9.449,,-8.37178
2016-06-02,Polonia Bancorp Inc,Prudential Bancorp Inc,37.77,Cash or Stock,1,1,0,,PBCP US,PBIP US,USD,40.75,Company Takeover,6035,6036,291.611,1100.47,,,,0.28,,28.5219,36.7727,127.998,,-0.138223,-0.449,,,,,,,,,,,14.3429,41.676,-0.371366,-0.357845,,,-0.605571,33.6669,19.2037,21.1036,149.331,178.02,,,,,8.05963,8.95248,,7.51275,-0.138223,7.78,,-13.0303,,-10.0449,,
2020-12-10,Neos Therapeutics Inc,Aytu BioPharma Inc,37.77,Stock,0,1,0,,NEOS US,AYTU US,USD,83.88,Company Takeover,2834,2834,90.873,124.177,27.9063,,,,,,26.3732,27.9063,,-17.252,-24.443,8.582,1.326,11.01,11.434,105.556,14.5374,20.77,25.116,-0.455141,,64.649,66.382,,-108.718,-53.993,-1.981,-16.1101,-11.7908,53.7784,18.4712,758.352,120.937,-1.30041,-2.11369,1.05057,1.25553,117.918,5.18984,,,-16.902,-13.562,,,-18.3949,5.15009,,
2000-09-25,@plan.Inc,DoubleClick Inc,37.77,Cash and Stock,1,1,0,,575959Q US,DCLK US,USD,,Company Takeover,8732,7319,39.1224,,,,,,,,99.1638,970.8,,-4.21285,,,,,,,,,9.4504,0.40387,-0.476671,7.356,,-12.5638,4.74643,-2.04599,,-35.7667,,,,,,,,8.82337,,1.52933,,,,-2.084,,,,549.226,,,
2004-05-11,Alternative Resources Corp,Pomeroy IT Solutions Inc,37.75,Cash,1,0,0,,1034911Q US,PMRY US,USD,37.75,Company Takeover,7363,5045,,,,,,,,,6.37308,55.4659,,,,,,,,,,,,-0.348861,-0.0805026,,,,-13.7273,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-21,Synavant Inc,Dendrite International Inc,37.63,Cash,1,0,0,,SNVT US,DRTE US,USD,37.63,"Company Takeover, Tender Offer",7372,7372,108.737,,,,,,,,24.3888,470.93,,-16.608,,6.536,,7.268,,,,,119.69,0.308301,-0.210019,166.365,,-27.5896,-10.499,1.382,,-5.1946,,,,,,,,1.30512,,1.74416,,,,-11.095,,,,-8.05104,,,
2014-04-04,Ohio Heritage Bancorp Inc,Peoples Bancorp Inc/OH,37.60,Cash and Stock,1,1,0,,OHHB US,PEBO US,USD,,Company Takeover,,6021,,9649.63,1161.57,10.5575,,1.63,,53.8834,,1066.84,9.36747,,106.778,,,,,0.888954,-0.0461539,,,,,,618.384,,9.12763,,,,29.3505,,7.61089,,60.867,,,,,,8.15458,,,,106.778,,2.50878,,4.27245,,
1999-03-12,First Frederick Financial Corp,FCNB Corp,37.60,Stock,0,1,0,,FFFN US,FCNB US,USD,,Company Takeover,6022,6022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-22,Laboratory Specialists of America Inc,Kroll LLC,37.44,Stock,0,1,0,10.07,LABZ US,KROL US,USD,,Company Takeover,8734,8748,15.017,,,,,,,,22.5579,1072.79,,1.686,,,,0.11,,,,,,2.80082,0.745102,12.837,,16.2459,8.51834,3.123,,18.953,,19.1916,,29.0935,,10.5783,,2.37922,,1.5693,,,,1.329,,,,59.8403,,,
2011-08-31,Private Bank of California/The,Banc of California Inc,37.36,Cash,1,0,0,,BBBC US,BANC US,USD,36.99,Company Takeover,6021,6021,307.782,34797.4,2693.64,15.1992,,0.4,,33.7885,,3090.86,-6.60965,1.61852,228.973,,,,,22.5443,-6.09375,,,,,16.5998,1818.79,,6.29073,,,12.3934,27.965,1.21964,8.75709,10.3744,86.0493,,,,,9.54569,11.3622,,1.403,2.032,228.973,,11.596,,3.74022,,
2000-12-18,Citizens Community Bancorp Inc/FL,FNB Corp/PA,37.30,Stock,0,1,0,17.18,133443Q US,FNB US,USD,47.51,Company Takeover,6022,6021,122.192,50229,6027.37,10.8301,0.05,0.48,,30.6553,,6109.89,-0.0861542,0.842639,565,,,,,16.6897,-3.13748,,,,,7.383,2695,4.76191,8.66232,,,20.7641,37.9037,,8.27012,,61.4588,,,,,5.80617,7.56864,,30.7587,0.614,565,88.2568,10.589,48.6051,3.29871,,
2003-11-07,Barnesandnoble.com Inc,Barnes & Noble Inc,37.29,Cash,1,0,0,,BNBN US,BKS US,USD,,"Company Takeover, Additional Stake Purchase, Going Private",5963,5940,197.958,1705.63,,,,0.6,,1160.82,494.588,366.646,,-10.41,3.769,30.725,,57.9,923.714,,,2479.72,327.978,1.5915,-0.17486,424.815,3552.74,-69.5368,0.916776,-19.378,116.178,-10.6486,0.465246,,11.9486,,45.8496,,1.2292,0.835333,1.17912,11.4482,4.03419,,-23.1587,-11.346,3.769,,,-5.61473,-2.51113,,
2004-01-12,Optika Inc,Stellent Inc,37.24,Stock,0,1,0,,OPTK US,2714244Q US,USD,26.57,"Company Takeover, Tender Offer, Private Equity",7372,7371,13.889,206.549,,,,0.09,,13.3709,30.4619,325.194,,-0.629,8.136,5.128,20.153,,,,,39.997,4.358,0.428257,-0.0245917,17.873,123.385,-33.4575,4.86112,0.018,11.706,-3.63118,4.9301,,0.365047,,0.44627,,,1.84915,2.90011,6.97365,1.22619,,,-0.518,6.342,,,22.795,10.0702,,
2003-10-22,NCO Portfolio Management Inc,Expert Global Solutions Inc/Georgia,37.20,Stock,0,1,0,5.03,NCPM US,NCOG US,USD,40.41,"Company Takeover, Tender Offer, Additional Stake Purchase",6141,7389,167.797,916.677,,,,,,,82.8136,,,6.393,-278.393,,,,,,,325.363,,,1.47319,63.379,1541.71,9.41913,,23.199,140.13,36.6036,2.40843,54.914,94.4276,137.125,,2.82089,0.436173,1.69044,1.44105,2.58238,,,,8.78,-278.393,,,,-25.9378,,
2019-09-16,Tennessee Community Bank Holdings Inc,Reliant Bancorp Inc,37.20,Cash and Stock,1,1,0,,TNCB US,RBNC US,USD,,Company Takeover,,6022,,3026.53,,,,0.46,,19.8236,,527.014,,,50.709,,,,,,,,,,,,151.83,,15.2876,,,,29.3569,,3.12823,,29.4053,,,,,,9.03086,,,,31.412,,,,,,
2004-01-09,Falmouth Bancorp Inc,Independent Bank Corp,37.19,Cash or Stock,1,1,0,,1013288D US,INDB US,USD,37.19,Company Takeover,6036,6022,166.118,24912.9,3843.39,15.5426,0.52,2.36,54.0758,53.1198,33.57,3598.74,7.86809,0.408,205.122,,,,,15.4638,-2.0999,,,,,7.862,1171.09,2.391,6.25482,,,31.227,30.573,1.55492,3.31494,14.5579,23.1607,,,,,9.40815,6.75217,26.3361,,0.594,205.122,-6.21878,24.3246,7.50513,28.5922,,
2010-12-16,MidCarolina Financial Corp,American National Bankshares Inc,37.06,Stock,0,1,0,,MCFI US,AMNB US,USD,29.80,Company Takeover,6022,6021,531.2,3090.72,,,,1.2,,48.7595,,518.379,,1.503,26.159,,,,,,,,,,,28.414,138.565,,7.87486,,,4.88887,33.3984,4.47364,4.18427,58.7869,37.6853,,,,,15.1076,9.26724,-10.2238,-10.8095,0.977,26.159,1.06086,-5.61878,-1.81219,0.809387,,
2002-01-07,Matrix Pharmaceuticals Inc,Novartis Vaccines and Diagnostics Inc,37.05,Cash,1,0,0,,0542356D US,1683351D US,USD,37.05,"Company Takeover, Tender Offer",2836,2835,67.833,4747.48,,,,,,,15.3862,8736.77,,-29.29,180.47,19.344,433.891,,231.666,,,732.1,0.82,,-1.15452,1.539,1919.68,-73.8835,6.46169,-24.733,346.965,-1703.05,8.63551,18.2817,23.1112,26.9728,36.6353,-18.7616,5.4148,7.59691,2.81861,1.55959,1.61903,,-8.25728,-23.321,180.47,,,10.8473,10.5042,,-9.16617
