deal_id,acquirer_name,acquirer_ticker,role,entity_ticker
20,Pfizer Inc,PFE US,supplier,5201 JP Equity
20,Pfizer Inc,PFE US,customer,MCK US Equity
20,Pfizer Inc,PFE US,customer,COR US Equity
20,Pfizer Inc,PFE US,customer,CAH US Equity
20,Pfizer Inc,PFE US,customer,BMY US Equity
20,Pfizer Inc,PFE US,customer,3352Z US Equity
21,Pfizer Inc,PFE US,supplier,BNTX US Equity
21,Pfizer Inc,PFE US,supplier,ORCL US Equity
21,Pfizer Inc,PFE US,supplier,DIM FP Equity
21,Pfizer Inc,PFE US,supplier,BMY US Equity
21,Pfizer Inc,PFE US,supplier,5201 JP Equity
21,Pfizer Inc,PFE US,customer,MCK US Equity
21,Pfizer Inc,PFE US,customer,COR US Equity
21,Pfizer Inc,PFE US,customer,CAH US Equity
21,Pfizer Inc,PFE US,customer,BMY US Equity
21,Pfizer Inc,PFE US,customer,3352Z US Equity
22,Energy Transfer LP,ET US,supplier,CNR CN Equity
22,Energy Transfer LP,ET US,supplier,CAT US Equity
22,Energy Transfer LP,ET US,supplier,KBR US Equity
22,Energy Transfer LP,ET US,supplier,600777 CH Equity
22,Energy Transfer LP,ET US,supplier,CSX US Equity
22,Energy Transfer LP,ET US,customer,384 HK Equity
22,Energy Transfer LP,ET US,customer,CVX US Equity
22,Energy Transfer LP,ET US,customer,CMS US Equity
22,Energy Transfer LP,ET US,customer,ETR US Equity
22,Energy Transfer LP,ET US,customer,SR US Equity
23,Bank of America Corp,BAC US,supplier,ORCL US Equity
23,Bank of America Corp,BAC US,supplier,ADBE US Equity
23,Bank of America Corp,BAC US,supplier,BBOX IN Equity
23,Bank of America Corp,BAC US,supplier,HIW US Equity
23,Bank of America Corp,BAC US,supplier,BXP US Equity
23,Bank of America Corp,BAC US,customer,3147564Z US Equity
23,Bank of America Corp,BAC US,customer,ALK US Equity
23,Bank of America Corp,BAC US,customer,FMCC US Equity
23,Bank of America Corp,BAC US,customer,LUDG US Equity
24,Procter & Gamble Co/The,PG US,supplier,BABA US Equity
24,Procter & Gamble Co/The,PG US,supplier,NESN SW Equity
24,Procter & Gamble Co/The,PG US,supplier,MSFT US Equity
24,Procter & Gamble Co/The,PG US,supplier,GIVN SW Equity
24,Procter & Gamble Co/The,PG US,supplier,DSFIR NA Equity
24,Procter & Gamble Co/The,PG US,customer,WMT US Equity
24,Procter & Gamble Co/The,PG US,customer,AMZN US Equity
24,Procter & Gamble Co/The,PG US,customer,TGT US Equity
24,Procter & Gamble Co/The,PG US,customer,CVS US Equity
24,Procter & Gamble Co/The,PG US,customer,KR US Equity
26,Occidental Petroleum Corp,OXY US,supplier,TEN IM Equity
26,Occidental Petroleum Corp,OXY US,supplier,NE US Equity
26,Occidental Petroleum Corp,OXY US,supplier,VAL US Equity
26,Occidental Petroleum Corp,OXY US,supplier,TPL US Equity
26,Occidental Petroleum Corp,OXY US,supplier,NGS US Equity
26,Occidental Petroleum Corp,OXY US,customer,0611520D US Equity
26,Occidental Petroleum Corp,OXY US,customer,096770 KS Equity
26,Occidental Petroleum Corp,OXY US,customer,18055Z US Equity
26,Occidental Petroleum Corp,OXY US,customer,19963Z US Equity
26,Occidental Petroleum Corp,OXY US,customer,600273 CH Equity
27,JPMorgan Chase & Co,JPM US,supplier,LUV US Equity
27,JPMorgan Chase & Co,JPM US,supplier,NEM US Equity
27,JPMorgan Chase & Co,JPM US,supplier,AU US Equity
27,JPMorgan Chase & Co,JPM US,supplier,ORCL US Equity
27,JPMorgan Chase & Co,JPM US,supplier,ADBE US Equity
27,JPMorgan Chase & Co,JPM US,customer,000737 CH Equity
27,JPMorgan Chase & Co,JPM US,customer,2112160D FH Equity
27,JPMorgan Chase & Co,JPM US,customer,3061059Z US Equity
27,JPMorgan Chase & Co,JPM US,customer,3352Z US Equity
27,JPMorgan Chase & Co,JPM US,customer,ACIN SW Equity
29,Kinder Morgan Inc,KMI US,supplier,PWR US Equity
29,Kinder Morgan Inc,KMI US,supplier,PRIM US Equity
29,Kinder Morgan Inc,KMI US,supplier,WLCO IN Equity
29,Kinder Morgan Inc,KMI US,supplier,DNOW US Equity
29,Kinder Morgan Inc,KMI US,supplier,MTZ US Equity
29,Kinder Morgan Inc,KMI US,customer,TX US Equity
29,Kinder Morgan Inc,KMI US,customer,034730 KS Equity
29,Kinder Morgan Inc,KMI US,customer,0948773D US Equity
29,Kinder Morgan Inc,KMI US,customer,1725219D US Equity
29,Kinder Morgan Inc,KMI US,customer,AR US Equity
31,Bank of America Corp,BAC US,supplier,ORCL US Equity
31,Bank of America Corp,BAC US,supplier,ADBE US Equity
31,Bank of America Corp,BAC US,supplier,BBOX IN Equity
31,Bank of America Corp,BAC US,supplier,HIW US Equity
31,Bank of America Corp,BAC US,supplier,BXP US Equity
31,Bank of America Corp,BAC US,customer,3147564Z US Equity
31,Bank of America Corp,BAC US,customer,ALK US Equity
31,Bank of America Corp,BAC US,customer,FMCC US Equity
31,Bank of America Corp,BAC US,customer,LUDG US Equity
32,Merck & Co Inc,MRK US,supplier,AZN LN Equity
32,Merck & Co Inc,MRK US,supplier,JNJ US Equity
32,Merck & Co Inc,MRK US,supplier,OGN US Equity
32,Merck & Co Inc,MRK US,supplier,2503567D CH Equity
32,Merck & Co Inc,MRK US,supplier,HCLT IN Equity
32,Merck & Co Inc,MRK US,customer,COR US Equity
32,Merck & Co Inc,MRK US,customer,MCK US Equity
32,Merck & Co Inc,MRK US,customer,CAH US Equity
32,Merck & Co Inc,MRK US,customer,BMY US Equity
32,Merck & Co Inc,MRK US,customer,OGN US Equity
33,Medtronic PLC,MDT US,supplier,FLEX US Equity
33,Medtronic PLC,MDT US,supplier,CLS CN Equity
33,Medtronic PLC,MDT US,supplier,JBL US Equity
33,Medtronic PLC,MDT US,supplier,TTMI US Equity
33,Medtronic PLC,MDT US,supplier,FII FP Equity
33,Medtronic PLC,MDT US,customer,4104 TT Equity
33,Medtronic PLC,MDT US,customer,300246 CH Equity
33,Medtronic PLC,MDT US,customer,CNMD US Equity
33,Medtronic PLC,MDT US,customer,VIVO US Equity
33,Medtronic PLC,MDT US,customer,3079 JP Equity
35,Chevron Corp,CVX US,supplier,RIG US Equity
35,Chevron Corp,CVX US,supplier,TEN IM Equity
35,Chevron Corp,CVX US,supplier,MUR US Equity
35,Chevron Corp,CVX US,supplier,SLB US Equity
35,Chevron Corp,CVX US,supplier,BRY US Equity
35,Chevron Corp,CVX US,customer,UGPA3 BZ Equity
35,Chevron Corp,CVX US,customer,293 HK Equity
35,Chevron Corp,CVX US,customer,LLUB SL Equity
35,Chevron Corp,CVX US,customer,CMPP IJ Equity
35,Chevron Corp,CVX US,customer,005950 KS Equity
36,S&P Global Inc,SPGI US,supplier,CRISIL IN Equity
36,S&P Global Inc,SPGI US,supplier,0218485D US Equity
36,S&P Global Inc,SPGI US,supplier,1520793D LN Equity
36,S&P Global Inc,SPGI US,supplier,1537094D LN Equity
36,S&P Global Inc,SPGI US,supplier,161390 KS Equity
36,S&P Global Inc,SPGI US,customer,CRISIL IN Equity
36,S&P Global Inc,SPGI US,customer,CVNA US Equity
36,S&P Global Inc,SPGI US,customer,EBIXQ US Equity
36,S&P Global Inc,SPGI US,customer,SPIR US Equity
36,S&P Global Inc,SPGI US,customer,SRC US Equity
38,Exxon Mobil Corp,XOM US,supplier,PAA US Equity
38,Exxon Mobil Corp,XOM US,supplier,PAGP US Equity
38,Exxon Mobil Corp,XOM US,supplier,IMO CN Equity
38,Exxon Mobil Corp,XOM US,supplier,6269 JP Equity
38,Exxon Mobil Corp,XOM US,supplier,NE US Equity
38,Exxon Mobil Corp,XOM US,customer,IMO CN Equity
38,Exxon Mobil Corp,XOM US,customer,BNR GR Equity
38,Exxon Mobil Corp,XOM US,customer,293 HK Equity
38,Exxon Mobil Corp,XOM US,customer,LXS GR Equity
38,Exxon Mobil Corp,XOM US,customer,1325 TT Equity
39,Fidelity National Information Services Inc,FIS US,supplier,HPE US Equity
39,Fidelity National Information Services Inc,FIS US,supplier,AX-U CN Equity
39,Fidelity National Information Services Inc,FIS US,supplier,SECIS IN Equity
39,Fidelity National Information Services Inc,FIS US,supplier,PAR US Equity
39,Fidelity National Information Services Inc,FIS US,supplier,74SW FP Equity
39,Fidelity National Information Services Inc,FIS US,customer,IBM US Equity
39,Fidelity National Information Services Inc,FIS US,customer,1920336D US Equity
39,Fidelity National Information Services Inc,FIS US,customer,SABR US Equity
39,Fidelity National Information Services Inc,FIS US,customer,SNX US Equity
39,Fidelity National Information Services Inc,FIS US,customer,OGD CN Equity
40,Bank of America Corp,BAC US,supplier,ORCL US Equity
40,Bank of America Corp,BAC US,supplier,ADBE US Equity
40,Bank of America Corp,BAC US,supplier,BBOX IN Equity
40,Bank of America Corp,BAC US,supplier,HIW US Equity
40,Bank of America Corp,BAC US,supplier,BXP US Equity
40,Bank of America Corp,BAC US,customer,3147564Z US Equity
40,Bank of America Corp,BAC US,customer,ALK US Equity
40,Bank of America Corp,BAC US,customer,FMCC US Equity
40,Bank of America Corp,BAC US,customer,LUDG US Equity
42,Fiserv Inc,FISV US,supplier,ADBE US Equity
42,Fiserv Inc,FISV US,supplier,PDM US Equity
42,Fiserv Inc,FISV US,supplier,PLTR US Equity
42,Fiserv Inc,FISV US,supplier,004800 KS Equity
42,Fiserv Inc,FISV US,supplier,0899303D US Equity
42,Fiserv Inc,FISV US,customer,ALE PW Equity
42,Fiserv Inc,FISV US,customer,0208044D US Equity
42,Fiserv Inc,FISV US,customer,0226331D US Equity
42,Fiserv Inc,FISV US,customer,0323050Z US Equity
42,Fiserv Inc,FISV US,customer,0325098Z US Equity
43,Kinder Morgan Inc,KMI US,supplier,PWR US Equity
43,Kinder Morgan Inc,KMI US,supplier,PRIM US Equity
43,Kinder Morgan Inc,KMI US,supplier,WLCO IN Equity
43,Kinder Morgan Inc,KMI US,supplier,DNOW US Equity
43,Kinder Morgan Inc,KMI US,supplier,MTZ US Equity
43,Kinder Morgan Inc,KMI US,customer,TX US Equity
43,Kinder Morgan Inc,KMI US,customer,034730 KS Equity
43,Kinder Morgan Inc,KMI US,customer,0948773D US Equity
43,Kinder Morgan Inc,KMI US,customer,1725219D US Equity
43,Kinder Morgan Inc,KMI US,customer,AR US Equity
44,Viavi Solutions Inc,VIAV US,supplier,TCS IN Equity
44,Viavi Solutions Inc,VIAV US,supplier,BHE US Equity
44,Viavi Solutions Inc,VIAV US,supplier,CLX LN Equity
44,Viavi Solutions Inc,VIAV US,supplier,368770 KS Equity
44,Viavi Solutions Inc,VIAV US,supplier,EVRG US Equity
44,Viavi Solutions Inc,VIAV US,customer,582647Z SW Equity
44,Viavi Solutions Inc,VIAV US,customer,AAPL US Equity
44,Viavi Solutions Inc,VIAV US,customer,T US Equity
44,Viavi Solutions Inc,VIAV US,customer,CSCO US Equity
44,Viavi Solutions Inc,VIAV US,customer,NOKIA FH Equity
45,ConocoPhillips,COP US,supplier,TEN IM Equity
45,ConocoPhillips,COP US,supplier,CRGY US Equity
45,ConocoPhillips,COP US,supplier,CAT US Equity
45,ConocoPhillips,COP US,supplier,INR US Equity
45,ConocoPhillips,COP US,supplier,AROC US Equity
45,ConocoPhillips,COP US,customer,386 HK Equity
45,ConocoPhillips,COP US,customer,9503 JP Equity
45,ConocoPhillips,COP US,customer,AKAST NO Equity
45,ConocoPhillips,COP US,customer,ATD CN Equity
45,ConocoPhillips,COP US,customer,ATO US Equity
47,Berkshire Hathaway Inc,BRK/A US,supplier,HSY US Equity
47,Berkshire Hathaway Inc,BRK/A US,supplier,TXT US Equity
47,Berkshire Hathaway Inc,BRK/A US,supplier,LCII US Equity
47,Berkshire Hathaway Inc,BRK/A US,supplier,WAB US Equity
47,Berkshire Hathaway Inc,BRK/A US,supplier,ERICB SS Equity
47,Berkshire Hathaway Inc,BRK/A US,customer,WMT US Equity
47,Berkshire Hathaway Inc,BRK/A US,customer,3382 JP Equity
47,Berkshire Hathaway Inc,BRK/A US,customer,YUM US Equity
47,Berkshire Hathaway Inc,BRK/A US,customer,BA US Equity
47,Berkshire Hathaway Inc,BRK/A US,customer,RTX US Equity
48,Berkshire Hathaway Inc,BRK/A US,supplier,HSY US Equity
48,Berkshire Hathaway Inc,BRK/A US,supplier,TXT US Equity
48,Berkshire Hathaway Inc,BRK/A US,supplier,LCII US Equity
48,Berkshire Hathaway Inc,BRK/A US,supplier,WAB US Equity
48,Berkshire Hathaway Inc,BRK/A US,supplier,ERICB SS Equity
48,Berkshire Hathaway Inc,BRK/A US,customer,WMT US Equity
48,Berkshire Hathaway Inc,BRK/A US,customer,3382 JP Equity
48,Berkshire Hathaway Inc,BRK/A US,customer,YUM US Equity
48,Berkshire Hathaway Inc,BRK/A US,customer,BA US Equity
48,Berkshire Hathaway Inc,BRK/A US,customer,RTX US Equity
49,Bank of America Corp,BAC US,supplier,ORCL US Equity
49,Bank of America Corp,BAC US,supplier,ADBE US Equity
49,Bank of America Corp,BAC US,supplier,BBOX IN Equity
49,Bank of America Corp,BAC US,supplier,HIW US Equity
49,Bank of America Corp,BAC US,supplier,BXP US Equity
49,Bank of America Corp,BAC US,customer,3147564Z US Equity
49,Bank of America Corp,BAC US,customer,ALK US Equity
49,Bank of America Corp,BAC US,customer,FMCC US Equity
49,Bank of America Corp,BAC US,customer,LUDG US Equity
50,Viavi Solutions Inc,VIAV US,supplier,TCS IN Equity
50,Viavi Solutions Inc,VIAV US,supplier,BHE US Equity
50,Viavi Solutions Inc,VIAV US,supplier,CLX LN Equity
50,Viavi Solutions Inc,VIAV US,supplier,368770 KS Equity
50,Viavi Solutions Inc,VIAV US,supplier,EVRG US Equity
50,Viavi Solutions Inc,VIAV US,customer,582647Z SW Equity
50,Viavi Solutions Inc,VIAV US,customer,AAPL US Equity
50,Viavi Solutions Inc,VIAV US,customer,T US Equity
50,Viavi Solutions Inc,VIAV US,customer,CSCO US Equity
50,Viavi Solutions Inc,VIAV US,customer,NOKIA FH Equity
51,Evernorth Health Inc,ESRX US,supplier,FE US Equity
52,Paramount Global,PARA US,supplier,GTN US Equity
52,Paramount Global,PARA US,supplier,ROKU US Equity
52,Paramount Global,PARA US,supplier,DLB US Equity
52,Paramount Global,PARA US,supplier,GAM FP Equity
52,Paramount Global,PARA US,supplier,PGRE US Equity
52,Paramount Global,PARA US,customer,002293 CH Equity
52,Paramount Global,PARA US,customer,015760 KS Equity
52,Paramount Global,PARA US,customer,0197446Z US Equity
52,Paramount Global,PARA US,customer,051600 KS Equity
52,Paramount Global,PARA US,customer,1026Z US Equity
53,Blackstone Inc,BX US,supplier,ORCL US Equity
53,Blackstone Inc,BX US,supplier,EGP US Equity
53,Blackstone Inc,BX US,supplier,600693 CH Equity
53,Blackstone Inc,BX US,supplier,BE US Equity
53,Blackstone Inc,BX US,supplier,ULTP LN Equity
53,Blackstone Inc,BX US,customer,002284 CH Equity
53,Blackstone Inc,BX US,customer,002292 CH Equity
53,Blackstone Inc,BX US,customer,0613968D US Equity
53,Blackstone Inc,BX US,customer,1513 TT Equity
53,Blackstone Inc,BX US,customer,2734 TT Equity
54,Advanced Micro Devices Inc,AMD US,supplier,2330 TT Equity
54,Advanced Micro Devices Inc,AMD US,supplier,005930 KS Equity
54,Advanced Micro Devices Inc,AMD US,supplier,002156 CH Equity
54,Advanced Micro Devices Inc,AMD US,supplier,GFS US Equity
54,Advanced Micro Devices Inc,AMD US,supplier,MU US Equity
54,Advanced Micro Devices Inc,AMD US,customer,HPQ US Equity
54,Advanced Micro Devices Inc,AMD US,customer,META US Equity
54,Advanced Micro Devices Inc,AMD US,customer,AVT US Equity
54,Advanced Micro Devices Inc,AMD US,customer,DELL US Equity
54,Advanced Micro Devices Inc,AMD US,customer,ORCL US Equity
56,Lumen Technologies Inc,LUMN US,supplier,DY US Equity
56,Lumen Technologies Inc,LUMN US,supplier,GLW US Equity
56,Lumen Technologies Inc,LUMN US,supplier,PWR US Equity
56,Lumen Technologies Inc,LUMN US,supplier,INFN US Equity
56,Lumen Technologies Inc,LUMN US,supplier,CIEN US Equity
56,Lumen Technologies Inc,LUMN US,customer,728 HK Equity
56,Lumen Technologies Inc,LUMN US,customer,CDW US Equity
56,Lumen Technologies Inc,LUMN US,customer,SCSC US Equity
56,Lumen Technologies Inc,LUMN US,customer,DGX US Equity
56,Lumen Technologies Inc,LUMN US,customer,ZS US Equity
57,JPMorgan Chase & Co,JPM US,supplier,LUV US Equity
57,JPMorgan Chase & Co,JPM US,supplier,NEM US Equity
57,JPMorgan Chase & Co,JPM US,supplier,AU US Equity
57,JPMorgan Chase & Co,JPM US,supplier,ORCL US Equity
57,JPMorgan Chase & Co,JPM US,supplier,ADBE US Equity
57,JPMorgan Chase & Co,JPM US,customer,000737 CH Equity
57,JPMorgan Chase & Co,JPM US,customer,2112160D FH Equity
57,JPMorgan Chase & Co,JPM US,customer,3061059Z US Equity
57,JPMorgan Chase & Co,JPM US,customer,3352Z US Equity
57,JPMorgan Chase & Co,JPM US,customer,ACIN SW Equity
59,International Business Machine,IBM US,supplier,005930 KS Equity
59,International Business Machine,IBM US,supplier,T US Equity
59,International Business Machine,IBM US,supplier,AMZN US Equity
59,International Business Machine,IBM US,supplier,SNX US Equity
59,International Business Machine,IBM US,supplier,992 HK Equity
59,International Business Machine,IBM US,customer,AMZN US Equity
59,International Business Machine,IBM US,customer,MSFT US Equity
59,International Business Machine,IBM US,customer,005930 KS Equity
59,International Business Machine,IBM US,customer,ARW US Equity
59,International Business Machine,IBM US,customer,CSCO US Equity
60,Wells Fargo & Co,WFC US,supplier,ADBE US Equity
60,Wells Fargo & Co,WFC US,supplier,BBOX IN Equity
60,Wells Fargo & Co,WFC US,supplier,REG US Equity
60,Wells Fargo & Co,WFC US,supplier,CUZ US Equity
60,Wells Fargo & Co,WFC US,supplier,CDP US Equity
60,Wells Fargo & Co,WFC US,customer,CDW US Equity
60,Wells Fargo & Co,WFC US,customer,002626 CH Equity
60,Wells Fargo & Co,WFC US,customer,CNXN US Equity
60,Wells Fargo & Co,WFC US,customer,EVRI US Equity
